注文明細ID,注文ID,商品ID,商品名,商品カテゴリ,ブランド,単価,数量,割引率,明細金額,出荷倉庫ID
OI0000931,O000088,P018,電子書籍リーダー,コンピューター,PageFlow,146.31,1,0.15,124.36,WH-SEOUL
OI0000932,O000129,P007,高画質ウェブカメラ,周辺機器,VisionGo,103.13,1,0.00,103.13,WH-SEOUL
OI0000933,O000063,P005,ノートPCスタンド,オフィス用品,ErgoLab,43.44,1,0.00,43.44,WH-BUSAN
OI0000934,O000705,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1158.03,1,0.00,1158.03,WH-SEOUL
OI0000935,O000595,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,424.92,1,0.00,424.92,WH-SEOUL
OI0000936,O000259,P014,フィットネスウォッチ,ウェアラブル,PulseOn,174.84,2,0.00,349.68,WH-SEOUL
OI0000937,O000100,P015,65W急速充電器,周辺機器,VoltEdge,37.59,1,0.00,37.59,WH-SEOUL
OI0000938,O000401,P003,USB-Cハブ,周辺機器,Nexio,55.12,1,0.05,52.36,WH-BUSAN
OI0000939,O000032,P005,ノートPCスタンド,オフィス用品,ErgoLab,46.99,1,0.10,42.29,WH-BUSAN
OI0000940,O000079,P002,メカニカルキーボード,周辺機器,KeyForge,93.89,1,0.00,93.89,WH-DAEJEON
OI0000941,O000614,P009,スマートデスクライト,オフィス用品,LumaWorks,75.62,2,0.00,151.24,WH-BUSAN
OI0000942,O000203,P006,ノイズキャンセリングヘッドホン,オーディオ,SonicArc,216.87,3,0.15,553.02,WH-BUSAN
OI0000943,O000083,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,401.26,1,0.15,341.07,WH-SEOUL
OI0000944,O000043,P017,4Kアクションカメラ,カメラ,VisionGo,330.56,2,0.05,628.06,WH-INCHEON
OI0000945,O000560,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1192.82,2,0.00,2385.64,WH-SEOUL
OI0000946,O000343,P017,4Kアクションカメラ,カメラ,VisionGo,339.93,1,0.00,339.93,WH-BUSAN
OI0000947,O000493,P006,ノイズキャンセリングヘッドホン,オーディオ,SonicArc,205.64,2,0.00,411.28,WH-SEOUL
OI0000948,O000283,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,241.47,1,0.00,241.47,WH-BUSAN
OI0000949,O000132,P017,4Kアクションカメラ,カメラ,VisionGo,349.07,1,0.00,349.07,WH-SEOUL
OI0000950,O000332,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,236.63,1,0.00,236.63,WH-BUSAN
OI0000951,O000613,P007,高画質ウェブカメラ,周辺機器,VisionGo,103.00,1,0.00,103.00,WH-BUSAN
OI0000952,O000545,P010,Bluetoothスピーカー,オーディオ,SonicArc,98.98,1,0.10,89.08,WH-DAEJEON
OI0000953,O000076,P002,メカニカルキーボード,周辺機器,KeyForge,81.96,1,0.10,73.76,WH-BUSAN
OI0000954,O000229,P007,高画質ウェブカメラ,周辺機器,VisionGo,101.77,1,0.10,91.59,WH-SEOUL
OI0000955,O000221,P018,電子書籍リーダー,コンピューター,PageFlow,140.11,2,0.00,280.22,WH-DAEJEON
OI0000956,O000315,P002,メカニカルキーボード,周辺機器,KeyForge,95.14,1,0.15,80.87,WH-DAEJEON
OI0000957,O000036,P002,メカニカルキーボード,周辺機器,KeyForge,88.40,2,0.00,176.80,WH-SEOUL
OI0000958,O000486,P002,メカニカルキーボード,周辺機器,KeyForge,87.48,1,0.15,74.36,WH-SEOUL
OI0000959,O000190,P014,フィットネスウォッチ,ウェアラブル,PulseOn,185.63,1,0.00,185.63,WH-BUSAN
OI0000960,O000450,P014,フィットネスウォッチ,ウェアラブル,PulseOn,178.34,1,0.00,178.34,WH-SEOUL
OI0000961,O000274,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,219.15,1,0.00,219.15,WH-SEOUL
OI0000962,O000453,P015,65W急速充電器,周辺機器,VoltEdge,39.87,2,0.05,75.75,WH-BUSAN
OI0000963,O000259,P012,11インチタブレット,コンピューター,NovaTech,618.11,1,0.00,618.11,WH-INCHEON
OI0000964,O000230,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,227.10,3,0.05,647.23,WH-SEOUL
OI0000965,O000452,P001,ワイヤレスマウス,周辺機器,Nexio,28.13,1,0.15,23.91,WH-SEOUL
OI0000966,O000135,P001,ワイヤレスマウス,周辺機器,Nexio,27.91,1,0.00,27.91,WH-SEOUL
OI0000967,O000472,P003,USB-Cハブ,周辺機器,Nexio,53.18,1,0.00,53.18,WH-SEOUL
OI0000968,O000058,P001,ワイヤレスマウス,周辺機器,Nexio,31.18,2,0.00,62.36,WH-DAEJEON
OI0000969,O000157,P004,27インチモニター,ディスプレイ,ViewPeak,267.24,3,0.00,801.72,WH-INCHEON
OI0000970,O000502,P008,ポータブルSSD 1TB,ストレージ,DataNest,129.68,1,0.05,123.20,WH-BUSAN
OI0000971,O000719,P002,メカニカルキーボード,周辺機器,KeyForge,88.57,1,0.15,75.28,WH-SEOUL
OI0000972,O000141,P001,ワイヤレスマウス,周辺機器,Nexio,28.72,1,0.00,28.72,WH-DAEJEON
OI0000973,O000458,P018,電子書籍リーダー,コンピューター,PageFlow,158.29,1,0.00,158.29,WH-BUSAN
OI0000974,O000208,P009,スマートデスクライト,オフィス用品,LumaWorks,67.65,1,0.05,64.27,WH-SEOUL
OI0000975,O000281,P015,65W急速充電器,周辺機器,VoltEdge,36.50,1,0.00,36.50,WH-DAEJEON
OI0000976,O000644,P001,ワイヤレスマウス,周辺機器,Nexio,31.64,1,0.10,28.48,WH-DAEJEON
OI0000977,O000643,P002,メカニカルキーボード,周辺機器,KeyForge,85.00,1,0.00,85.00,WH-SEOUL
OI0000978,O000686,P017,4Kアクションカメラ,カメラ,VisionGo,315.08,1,0.10,283.57,WH-SEOUL
OI0000979,O000095,P005,ノートPCスタンド,オフィス用品,ErgoLab,49.35,1,0.05,46.88,WH-DAEJEON
OI0000980,O000487,P014,フィットネスウォッチ,ウェアラブル,PulseOn,180.41,3,0.10,487.11,WH-BUSAN
